-0.5436  0.00969083
-0.5374  0.015102
-0.5132  0.0203073
-0.4942  0.0253471
-0.4944  0.0302324
-0.472  0.0350453
-0.4396  0.0396185
-0.3962  0.0437665
-0.3786  0.0476156
-0.3604  0.0512993
-0.3298  0.0547901
-0.2944  0.0579244
-0.235  0.0605627
-0.1966  0.0627589
-0.1666  0.0645842
-0.1414  0.0661529
-0.087  0.0672933
-0.0148  0.067804
0.0722  0.0675799
0.1378  0.0665052
0.2138  0.064772
0.2762  0.0623354
0.3454  0.0592686
0.425  0.05541
0.4692  0.0509275
0.5154  0.0460938
0.5682  0.0407471
0.5812  0.0349935
0.5728  0.0292198
0.5734  0.0234979
0.5502  0.0178422
0.558  0.0123658
0.572  0.00672563
0.5596  0.00106119
0.5656  -0.00459927
0.5556  -0.0102247
0.5318  -0.0156991
0.5032  -0.0208851
0.5012  -0.0258677
0.474  -0.0306981
0.4402  -0.0352555
0.4198  -0.0395216
0.4002  -0.043568
0.363  -0.047378
0.3342  -0.0507681
0.3092  -0.0539911
0.2624  -0.0568688
0.2102  -0.0592587
0.179  -0.0612503
0.1664  -0.0629675
0.112  -0.0643545
0.0374  -0.0652084
-0.0274  -0.0652578
-0.0958  -0.0646568
-0.1664  -0.0633551
-0.2374  -0.0613284
-0.3266  -0.0584679
-0.3992  -0.0548435
-0.4574  -0.0505202
-0.504  -0.0457246
-0.5408  -0.040477
-0.5628  -0.0349312
-0.5662  -0.0292959
-0.5786  -0.0235842
-0.5716  -0.0178065
-0.573  -0.0120996
-0.5764  -0.00636347
-0.5756  -0.000644556
-0.5676  0.00506016
-0.5232  0.010491
-0.506  0.0156523
-0.4974  0.0207128
-0.4946  0.0256325
-0.4652  0.0303891
-0.4556  0.0350397
-0.4218  0.0394997
-0.4092  0.0436736
-0.3604  0.0474936
-0.3366  0.0509168
-0.3088  0.0540493
-0.2802  0.0570102
-0.266  0.059781
-0.2368  0.0622772
-0.211  0.0644591
-0.1634  0.0663274
-0.1088  0.0677044
-0.0432  0.06846
0.046  0.068413
0.1524  0.0674096
0.2576  0.0653784
0.3242  0.0625173
0.3996  0.0589418
0.4696  0.0546136
0.5242  0.0496273
0.551  0.0442095
0.57  0.0386061
0.5754  0.0328199
0.576  0.0270617
0.5784  0.0212485
0.5804  0.0154543
0.5692  0.00971615
0.5532  0.00406885
0.5542  -0.00146944
0.5388  -0.00695574
0.521  -0.0122671
0.4926  -0.0173385
0.4732  -0.0221742
0.4658  -0.0268549
0.4428  -0.0314242
0.4232  -0.0358062
0.4218  -0.0400399
0.3862  -0.0440947
0.3758  -0.047897
0.3376  -0.0514625
0.3  -0.0546295
0.2378  -0.0573219
0.194  -0.0594624
0.132  -0.0610779
0.054  -0.0619514
-0.0332  -0.0620756
-0.1012  -0.0613837
-0.1954  -0.0599046
-0.2748  -0.0575392
-0.3482  -0.054412
-0.4264  -0.0505226
-0.467  -0.0460161
-0.503  -0.0411398
-0.5262  -0.0359223
-0.5392  -0.030653
-0.5716  -0.0250704
-0.5538  -0.0194572
-0.5488  -0.0138784
-0.5508  -0.00839985
-0.5336  -0.00293279
-0.5332  0.00240348
-0.52  0.00772222
-0.5166  0.0129322
-0.4888  0.0180111
-0.4756  0.0228492
-0.4576  0.0275114
-0.4278  0.0319839
-0.4186  0.0362372
-0.385  0.040272
-0.342  0.0438905
-0.2908  0.0470531
-0.2658  0.049745
-0.2432  0.0523404
-0.189  0.0544973
-0.1432  0.0561666
-0.1068  0.057442
-0.0582  0.0583737
0.0368  0.0584441
0.1182  0.0576884
0.2118  0.0561051
0.2766  0.0537007
0.3434  0.0505429
0.4138  0.04677
0.4682  0.0424094
0.4952  0.0375014
0.5188  0.0323935
0.525  0.0271902
0.553  0.0218487
0.546  0.0163288
0.5508  0.0108315
0.5576  0.00530165
0.5478  -0.000213316
0.5344  -0.00560278
0.522  -0.0108942
0.499  -0.0160643
0.5056  -0.0211042
0.4852  -0.0261045
0.4638  -0.0308597
0.4608  -0.0354977
0.4322  -0.039958
0.4114  -0.0441297
0.3828  -0.0480579
0.3918  -0.0518861
0.3554  -0.0556324
0.301  -0.0587899
0.2752  -0.0617037
0.2276  -0.0642328
0.1444  -0.0660884
0.0794  -0.0671919
0.0536  -0.0678313
0.002  -0.0680729
-0.0606  -0.0678085
-0.1462  -0.0668065
-0.245  -0.0648196
-0.3206  -0.0619836
-0.382  -0.0583803
-0.4612  -0.0541216
-0.5044  -0.0492979
-0.5406  -0.044105
-0.5548  -0.0386032
-0.5672  -0.0330126
-0.5682  -0.0273205
-0.5608  -0.0216985
-0.5448  -0.0162122
-0.5364  -0.0107889
