0.8824  -0.218883
0.8654  -0.227642
0.8496  -0.236247
0.8484  -0.244765
0.8362  -0.253185
0.8328  -0.261519
0.8152  -0.269738
0.7898  -0.277736
0.7744  -0.285525
0.7678  -0.293215
0.7414  -0.300765
0.7234  -0.308099
0.6644  -0.315054
0.5922  -0.32141
0.4692  -0.326747
0.1552  -0.330124
-0.4094  -0.328861
-0.7668  -0.322757
-0.9054  -0.314287
-0.9566  -0.304939
-0.98  -0.295229
-0.9846  -0.285404
-0.986  -0.275548
-0.987  -0.265692
-0.9882  -0.255828
-0.9852  -0.245957
-0.983  -0.23612
-0.9812  -0.226308
-0.9848  -0.216471
-0.9838  -0.206626
-0.9816  -0.196793
-0.9816  -0.186986
-0.9828  -0.17716
-0.9798  -0.16735
-0.9764  -0.157576
-0.9804  -0.147781
-0.982  -0.137958
-0.9786  -0.128165
-0.9758  -0.118401
-0.9732  -0.108656
-0.973  -0.0989293
-0.973  -0.0891954
-0.974  -0.079447
-0.9708  -0.0697219
-0.9682  -0.060014
-0.971  -0.0503093
-0.9684  -0.040625
-0.9698  -0.0309312
-0.9684  -0.0212475
-0.9654  -0.0115806
-0.962  -0.00194758
-0.9606  0.00767235
-0.9566  0.0172644
-0.9484  0.0267992
-0.9462  0.0362849
-0.9484  0.0457602
-0.9464  0.0552207
-0.9476  0.064678
-0.9372  0.0741143
-0.9418  0.0835255
-0.938  0.0929261
-0.9266  0.102246
-0.9262  0.111513
-0.9294  0.12078
-0.9262  0.130053
-0.9198  0.139265
-0.9164  0.148447
-0.9118  0.157568
-0.9048  0.166638
-0.8974  0.175651
-0.89  0.184611
-0.8838  0.193469
-0.8828  0.202275
-0.8878  0.211114
-0.8696  0.219909
-0.8512  0.228547
-0.8466  0.236999
-0.832  0.245415
-0.8306  0.253693
-0.8314  0.262025
-0.8144  0.270256
-0.8046  0.278412
-0.7848  0.286403
-0.7582  0.294166
-0.74  0.301686
-0.7034  0.30886
-0.6548  0.315666
-0.574  0.321855
-0.398  0.326799
0.0304  0.328955
0.5606  0.325853
0.8268  0.318717
0.9202  0.309895
0.962  0.300445
0.977  0.290729
0.984  0.280914
0.9892  0.271046
0.9892  0.261163
0.9872  0.251292
0.9856  0.241428
0.987  0.231564
0.9868  0.221699
0.981  0.211848
0.9826  0.20203
0.9836  0.192198
0.9838  0.182364
0.9824  0.172539
0.9774  0.162743
0.9822  0.152947
0.9808  0.143133
0.9824  0.133322
0.98  0.123513
0.9804  0.113715
0.9782  0.103924
0.9762  0.0941729
0.9752  0.0844217
0.9714  0.0746968
0.97  0.0649932
0.966  0.0553222
0.9642  0.045645
0.961  0.0360134
0.9654  0.0263773
0.9608  0.0167344
0.9576  0.00713557
0.9538  -0.00244292
0.9568  -0.0119922
0.9568  -0.0215761
0.958  -0.0311255
0.9524  -0.0406672
0.951  -0.0501843
0.9436  -0.0596433
0.9448  -0.069071
0.9446  -0.0785051
0.9452  -0.0879591
0.9408  -0.0973878
0.9306  -0.106749
0.9294  -0.116038
0.9276  -0.125325
0.9256  -0.134597
0.918  -0.143844
0.9158  -0.153006
0.9016  -0.162087
0.9044  -0.171108
0.8962  -0.180093
0.8892  -0.189012
0.8894  -0.197889
0.8862  -0.206731
0.8784  -0.215599
0.8644  -0.224316
0.8578  -0.232929
